Sourah Arabic,Sourah Number,Verse Number,Verse Diac,Verse,Label
سورة الروم,30,44,مَن كَفَرَ فَعَلَيۡهِ كُفۡرُهُۥۖ وَمَنۡ عَمِلَ صَٰلِحٗا فَلِأَنفُسِهِمۡ يَمۡهَدُونَ,من كفر فعليه كفره ومن عمل صٰلحا فلانفسهم يمهدون,fear
سورة الاعراف,7,61,قَالَ يَٰقَوۡمِ لَيۡسَ بِي ضَلَٰلَةٞ وَلَٰكِنِّي رَسُولٞ مِّن رَّبِّ ٱلۡعَٰلَمِينَ,قال يٰقوم ليس بي ضلٰلة ولٰكني رسول من رب العٰلمين,sadness
سورة المؤمنون,23,78,وَهُوَ ٱلَّذِيٓ أَنشَأَ لَكُمُ ٱلسَّمۡعَ وَٱلۡأَبۡصَٰرَ وَٱلۡأَفۡـِٔدَةَۚ قَلِيلٗا مَّا تَشۡكُرُونَ,وهو الذي انشا لكم السمع والابصٰر والافدة قليلا ما تشكرون,sadness
سورة التغابن,64,18,عَٰلِمُ ٱلۡغَيۡبِ وَٱلشَّهَٰدَةِ ٱلۡعَزِيزُ ٱلۡحَكِيمُ,عٰلم الغيب والشهٰدة العزيز الحكيم,joy
سورة الصافات,37,33,فَإِنَّهُمۡ يَوۡمَئِذٖ فِي ٱلۡعَذَابِ مُشۡتَرِكُونَ,فانهم يومئذ في العذاب مشتركون,anger
سورة البقرة,2,238,حَٰفِظُواْ عَلَى ٱلصَّلَوَٰتِ وَٱلصَّلَوٰةِ ٱلۡوُسۡطَىٰ وَقُومُواْ لِلَّهِ قَٰنِتِينَ,حٰفظوا على الصلوٰت والصلوٰة الوسطىٰ وقوموا لله قٰنتين,joy
سورة الانعام,6,38,وَمَا مِن دَآبَّةٖ فِي ٱلۡأَرۡضِ وَلَا طَٰٓئِرٖ يَطِيرُ بِجَنَاحَيۡهِ إِلَّآ أُمَمٌ أَمۡثَالُكُمۚ مَّا فَرَّطۡنَا فِي ٱلۡكِتَٰبِ مِن شَيۡءٖۚ ثُمَّ إِلَىٰ رَبِّهِمۡ يُحۡشَرُونَ,وما من دابة في الارض ولا طٰئر يطير بجناحيه الا امم امثالكم ما فرطنا في الكتٰب من شيء ثم الىٰ ربهم يحشرون,joy
سورة البينة,98,3,فِيهَا كُتُبٞ قَيِّمَةٞ,فيها كتب قيمة,joy
سورة سبا,34,52,وَقَالُوٓاْ ءَامَنَّا بِهِۦ وَأَنَّىٰ لَهُمُ ٱلتَّنَاوُشُ مِن مَّكَانِۭ بَعِيدٖ,وقالوا ءامنا به وانىٰ لهم التناوش من مكان بعيد,sadness
سورة المؤمنون,23,11,ٱلَّذِينَ يَرِثُونَ ٱلۡفِرۡدَوۡسَ هُمۡ فِيهَا خَٰلِدُونَ,الذين يرثون الفردوس هم فيها خٰلدون,joy
سورة القصص,28,21,فَخَرَجَ مِنۡهَا خَآئِفٗا يَتَرَقَّبُۖ قَالَ رَبِّ نَجِّنِي مِنَ ٱلۡقَوۡمِ ٱلظَّٰلِمِينَ,فخرج منها خائفا يترقب قال رب نجني من القوم الظٰلمين,fear
سورة النحل,16,4,خَلَقَ ٱلۡإِنسَٰنَ مِن نُّطۡفَةٖ فَإِذَا هُوَ خَصِيمٞ مُّبِينٞ,خلق الانسٰن من نطفة فاذا هو خصيم مبين,fear
سورة فصلت,41,49,لَّا يَسۡـَٔمُ ٱلۡإِنسَٰنُ مِن دُعَآءِ ٱلۡخَيۡرِ وَإِن مَّسَّهُ ٱلشَّرُّ فَيَـُٔوسٞ قَنُوطٞ,لا يسم الانسٰن من دعاء الخير وان مسه الشر فيوس قنوط,fear
سورة النمل,27,26,ٱللَّهُ لَآ إِلَٰهَ إِلَّا هُوَ رَبُّ ٱلۡعَرۡشِ ٱلۡعَظِيمِ۩,الله لا الٰه الا هو رب العرش العظيم,joy
سورة ص,38,86,قُلۡ مَآ أَسۡـَٔلُكُمۡ عَلَيۡهِ مِنۡ أَجۡرٖ وَمَآ أَنَا۠ مِنَ ٱلۡمُتَكَلِّفِينَ,قل ما اسلكم عليه من اجر وما انا من المتكلفين,sadness
سورة المطففين,83,36,هَلۡ ثُوِّبَ ٱلۡكُفَّارُ مَا كَانُواْ يَفۡعَلُونَ,هل ثوب الكفار ما كانوا يفعلون,fear
سورة الحشر,59,4,ذَٰلِكَ بِأَنَّهُمۡ شَآقُّواْ ٱللَّهَ وَرَسُولَهُۥۖ وَمَن يُشَآقِّ ٱللَّهَ فَإِنَّ ٱللَّهَ شَدِيدُ ٱلۡعِقَابِ,ذٰلك بانهم شاقوا الله ورسوله ومن يشاق الله فان الله شديد العقاب,anger
سورة الانفطار,82,3,وَإِذَا ٱلۡبِحَارُ فُجِّرَتۡ,واذا البحار فجرت,fear
سورة المعارج,70,5,فَٱصۡبِرۡ صَبۡرٗا جَمِيلًا,فاصبر صبرا جميلا,joy
سورة الشعراء,26,226,وَأَنَّهُمۡ يَقُولُونَ مَا لَا يَفۡعَلُونَ,وانهم يقولون ما لا يفعلون,anger
سورة مريم,19,96,إِنَّ ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِ سَيَجۡعَلُ لَهُمُ ٱلرَّحۡمَٰنُ وُدّٗا,ان الذين ءامنوا وعملوا الصٰلحٰت سيجعل لهم الرحمٰن ودا,joy
سورة الزخرف,43,47,فَلَمَّا جَآءَهُم بِـَٔايَٰتِنَآ إِذَا هُم مِّنۡهَا يَضۡحَكُونَ,فلما جاءهم بايٰتنا اذا هم منها يضحكون,sadness
سورة الشورىٰ,42,12,لَهُۥ مَقَالِيدُ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِۖ يَبۡسُطُ ٱلرِّزۡقَ لِمَن يَشَآءُ وَيَقۡدِرُۚ إِنَّهُۥ بِكُلِّ شَيۡءٍ عَلِيمٞ,له مقاليد السمٰوٰت والارض يبسط الرزق لمن يشاء ويقدر انه بكل شيء عليم,joy
سورة الانبياء,21,40,بَلۡ تَأۡتِيهِم بَغۡتَةٗ فَتَبۡهَتُهُمۡ فَلَا يَسۡتَطِيعُونَ رَدَّهَا وَلَا هُمۡ يُنظَرُونَ,بل تاتيهم بغتة فتبهتهم فلا يستطيعون ردها ولا هم ينظرون,fear
سورة الاعراف,7,98,أَوَأَمِنَ أَهۡلُ ٱلۡقُرَىٰٓ أَن يَأۡتِيَهُم بَأۡسُنَا ضُحٗى وَهُمۡ يَلۡعَبُونَ,اوامن اهل القرىٰ ان ياتيهم باسنا ضحى وهم يلعبون,fear
سورة الماعون,107,6,ٱلَّذِينَ هُمۡ يُرَآءُونَ,الذين هم يراءون,anger
سورة الزمر,39,37,وَمَن يَهۡدِ ٱللَّهُ فَمَا لَهُۥ مِن مُّضِلٍّۗ أَلَيۡسَ ٱللَّهُ بِعَزِيزٖ ذِي ٱنتِقَامٖ,ومن يهد الله فما له من مضل اليس الله بعزيز ذي انتقام,anger
سورة الصافات,37,24,وَقِفُوهُمۡۖ إِنَّهُم مَّسۡـُٔولُونَ,وقفوهم انهم مسولون,fear
سورة النازعات,79,40,وَأَمَّا مَنۡ خَافَ مَقَامَ رَبِّهِۦ وَنَهَى ٱلنَّفۡسَ عَنِ ٱلۡهَوَىٰ,واما من خاف مقام ربه ونهى النفس عن الهوىٰ,joy
سورة نوح,71,10,فَقُلۡتُ ٱسۡتَغۡفِرُواْ رَبَّكُمۡ إِنَّهُۥ كَانَ غَفَّارٗا,فقلت استغفروا ربكم انه كان غفارا,joy
سورة الفرقان,25,25,وَيَوۡمَ تَشَقَّقُ ٱلسَّمَآءُ بِٱلۡغَمَٰمِ وَنُزِّلَ ٱلۡمَلَٰٓئِكَةُ تَنزِيلًا,ويوم تشقق السماء بالغمٰم ونزل الملٰئكة تنزيلا,fear
سورة الجن,72,14,وَأَنَّا مِنَّا ٱلۡمُسۡلِمُونَ وَمِنَّا ٱلۡقَٰسِطُونَۖ فَمَنۡ أَسۡلَمَ فَأُوْلَٰٓئِكَ تَحَرَّوۡاْ رَشَدٗا,وانا منا المسلمون ومنا القٰسطون فمن اسلم فاولٰئك تحروا رشدا,fear
سورة النحل,16,8,وَٱلۡخَيۡلَ وَٱلۡبِغَالَ وَٱلۡحَمِيرَ لِتَرۡكَبُوهَا وَزِينَةٗۚ وَيَخۡلُقُ مَا لَا تَعۡلَمُونَ,والخيل والبغال والحمير لتركبوها وزينة ويخلق ما لا تعلمون,joy
سورة القلم,68,48,فَٱصۡبِرۡ لِحُكۡمِ رَبِّكَ وَلَا تَكُن كَصَاحِبِ ٱلۡحُوتِ إِذۡ نَادَىٰ وَهُوَ مَكۡظُومٞ,فاصبر لحكم ربك ولا تكن كصاحب الحوت اذ نادىٰ وهو مكظوم,sadness
سورة البقرة,2,278,يَٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُواْ ٱتَّقُواْ ٱللَّهَ وَذَرُواْ مَا بَقِيَ مِنَ ٱلرِّبَوٰٓاْ إِن كُنتُم مُّؤۡمِنِينَ,يٰايها الذين ءامنوا اتقوا الله وذروا ما بقي من الربوٰا ان كنتم مؤمنين,fear
سورة الليل,92,12,إِنَّ عَلَيۡنَا لَلۡهُدَىٰ,ان علينا للهدىٰ,joy
سورة الانعام,6,106,ٱتَّبِعۡ مَآ أُوحِيَ إِلَيۡكَ مِن رَّبِّكَۖ لَآ إِلَٰهَ إِلَّا هُوَۖ وَأَعۡرِضۡ عَنِ ٱلۡمُشۡرِكِينَ,اتبع ما اوحي اليك من ربك لا الٰه الا هو واعرض عن المشركين,sadness
سورة الرحمٰن,55,14,خَلَقَ ٱلۡإِنسَٰنَ مِن صَلۡصَٰلٖ كَٱلۡفَخَّارِ,خلق الانسٰن من صلصٰل كالفخار,sadness
سورة المائدة,5,76,قُلۡ أَتَعۡبُدُونَ مِن دُونِ ٱللَّهِ مَا لَا يَمۡلِكُ لَكُمۡ ضَرّٗا وَلَا نَفۡعٗاۚ وَٱللَّهُ هُوَ ٱلسَّمِيعُ ٱلۡعَلِيمُ,قل اتعبدون من دون الله ما لا يملك لكم ضرا ولا نفعا والله هو السميع العليم,anger
سورة الشعراء,26,77,فَإِنَّهُمۡ عَدُوّٞ لِّيٓ إِلَّا رَبَّ ٱلۡعَٰلَمِينَ,فانهم عدو لي الا رب العٰلمين,sadness
سورة الشعراء,26,83,رَبِّ هَبۡ لِي حُكۡمٗا وَأَلۡحِقۡنِي بِٱلصَّٰلِحِينَ,رب هب لي حكما والحقني بالصٰلحين,joy
سورة النازعات,79,24,فَقَالَ أَنَا۠ رَبُّكُمُ ٱلۡأَعۡلَىٰ,فقال انا ربكم الاعلىٰ,anger
سورة ال عمران,3,134,ٱلَّذِينَ يُنفِقُونَ فِي ٱلسَّرَّآءِ وَٱلضَّرَّآءِ وَٱلۡكَٰظِمِينَ ٱلۡغَيۡظَ وَٱلۡعَافِينَ عَنِ ٱلنَّاسِۗ وَٱللَّهُ يُحِبُّ ٱلۡمُحۡسِنِينَ,الذين ينفقون في السراء والضراء والكٰظمين الغيظ والعافين عن الناس والله يحب المحسنين,joy
سورة الطور,52,23,يَتَنَٰزَعُونَ فِيهَا كَأۡسٗا لَّا لَغۡوٞ فِيهَا وَلَا تَأۡثِيمٞ,يتنٰزعون فيها كاسا لا لغو فيها ولا تاثيم,joy
سورة الاحزاب,33,45,يَٰٓأَيُّهَا ٱلنَّبِيُّ إِنَّآ أَرۡسَلۡنَٰكَ شَٰهِدٗا وَمُبَشِّرٗا وَنَذِيرٗا,يٰايها النبي انا ارسلنٰك شٰهدا ومبشرا ونذيرا,joy
سورة عبس,80,38,وُجُوهٞ يَوۡمَئِذٖ مُّسۡفِرَةٞ,وجوه يومئذ مسفرة,joy
سورة يس,36,82,إِنَّمَآ أَمۡرُهُۥٓ إِذَآ أَرَادَ شَيۡـًٔا أَن يَقُولَ لَهُۥ كُن فَيَكُونُ,انما امره اذا اراد شيا ان يقول له كن فيكون,fear
سورة هود,11,95,كَأَن لَّمۡ يَغۡنَوۡاْ فِيهَآۗ أَلَا بُعۡدٗا لِّمَدۡيَنَ كَمَا بَعِدَتۡ ثَمُودُ,كان لم يغنوا فيها الا بعدا لمدين كما بعدت ثمود,sadness
سورة المائدة,5,62,وَتَرَىٰ كَثِيرٗا مِّنۡهُمۡ يُسَٰرِعُونَ فِي ٱلۡإِثۡمِ وَٱلۡعُدۡوَٰنِ وَأَكۡلِهِمُ ٱلسُّحۡتَۚ لَبِئۡسَ مَا كَانُواْ يَعۡمَلُونَ,وترىٰ كثيرا منهم يسٰرعون في الاثم والعدوٰن واكلهم السحت لبئس ما كانوا يعملون,anger
سورة الاعراف,7,193,وَإِن تَدۡعُوهُمۡ إِلَى ٱلۡهُدَىٰ لَا يَتَّبِعُوكُمۡۚ سَوَآءٌ عَلَيۡكُمۡ أَدَعَوۡتُمُوهُمۡ أَمۡ أَنتُمۡ صَٰمِتُونَ,وان تدعوهم الى الهدىٰ لا يتبعوكم سواء عليكم ادعوتموهم ام انتم صٰمتون,anger
سورة الصافات,37,80,إِنَّا كَذَٰلِكَ نَجۡزِي ٱلۡمُحۡسِنِينَ,انا كذٰلك نجزي المحسنين,joy
سورة المرسلات,77,39,فَإِن كَانَ لَكُمۡ كَيۡدٞ فَكِيدُونِ,فان كان لكم كيد فكيدون,sadness
سورة البقرة,2,179,وَلَكُمۡ فِي ٱلۡقِصَاصِ حَيَوٰةٞ يَٰٓأُوْلِي ٱلۡأَلۡبَٰبِ لَعَلَّكُمۡ تَتَّقُونَ,ولكم في القصاص حيوٰة يٰاولي الالبٰب لعلكم تتقون,joy
سورة الاسراء,17,26,وَءَاتِ ذَا ٱلۡقُرۡبَىٰ حَقَّهُۥ وَٱلۡمِسۡكِينَ وَٱبۡنَ ٱلسَّبِيلِ وَلَا تُبَذِّرۡ تَبۡذِيرًا,وءات ذا القربىٰ حقه والمسكين وابن السبيل ولا تبذر تبذيرا,sadness
سورة الزخرف,43,33,وَلَوۡلَآ أَن يَكُونَ ٱلنَّاسُ أُمَّةٗ وَٰحِدَةٗ لَّجَعَلۡنَا لِمَن يَكۡفُرُ بِٱلرَّحۡمَٰنِ لِبُيُوتِهِمۡ سُقُفٗا مِّن فِضَّةٖ وَمَعَارِجَ عَلَيۡهَا يَظۡهَرُونَ,ولولا ان يكون الناس امة وٰحدة لجعلنا لمن يكفر بالرحمٰن لبيوتهم سقفا من فضة ومعارج عليها يظهرون,fear
سورة الانبياء,21,109,فَإِن تَوَلَّوۡاْ فَقُلۡ ءَاذَنتُكُمۡ عَلَىٰ سَوَآءٖۖ وَإِنۡ أَدۡرِيٓ أَقَرِيبٌ أَم بَعِيدٞ مَّا تُوعَدُونَ,فان تولوا فقل ءاذنتكم علىٰ سواء وان ادري اقريب ام بعيد ما توعدون,sadness
سورة الحجر,15,24,وَلَقَدۡ عَلِمۡنَا ٱلۡمُسۡتَقۡدِمِينَ مِنكُمۡ وَلَقَدۡ عَلِمۡنَا ٱلۡمُسۡتَـٔۡخِرِينَ,ولقد علمنا المستقدمين منكم ولقد علمنا المستخرين,fear
سورة الحجرات,49,8,فَضۡلٗا مِّنَ ٱللَّهِ وَنِعۡمَةٗۚ وَٱللَّهُ عَلِيمٌ حَكِيمٞ,فضلا من الله ونعمة والله عليم حكيم,joy
سورة الدخان,44,54,كَذَٰلِكَ وَزَوَّجۡنَٰهُم بِحُورٍ عِينٖ,كذٰلك وزوجنٰهم بحور عين,joy
سورة السجدة,32,21,وَلَنُذِيقَنَّهُم مِّنَ ٱلۡعَذَابِ ٱلۡأَدۡنَىٰ دُونَ ٱلۡعَذَابِ ٱلۡأَكۡبَرِ لَعَلَّهُمۡ يَرۡجِعُونَ,ولنذيقنهم من العذاب الادنىٰ دون العذاب الاكبر لعلهم يرجعون,anger
سورة الانفال,8,57,فَإِمَّا تَثۡقَفَنَّهُمۡ فِي ٱلۡحَرۡبِ فَشَرِّدۡ بِهِم مَّنۡ خَلۡفَهُمۡ لَعَلَّهُمۡ يَذَّكَّرُونَ,فاما تثقفنهم في الحرب فشرد بهم من خلفهم لعلهم يذكرون,fear
سورة الجن,72,26,عَٰلِمُ ٱلۡغَيۡبِ فَلَا يُظۡهِرُ عَلَىٰ غَيۡبِهِۦٓ أَحَدًا,عٰلم الغيب فلا يظهر علىٰ غيبه احدا,joy
سورة الشعراء,26,27,قَالَ إِنَّ رَسُولَكُمُ ٱلَّذِيٓ أُرۡسِلَ إِلَيۡكُمۡ لَمَجۡنُونٞ,قال ان رسولكم الذي ارسل اليكم لمجنون,sadness
سورة الانبياء,21,34,وَمَا جَعَلۡنَا لِبَشَرٖ مِّن قَبۡلِكَ ٱلۡخُلۡدَۖ أَفَإِيْن مِّتَّ فَهُمُ ٱلۡخَٰلِدُونَ,وما جعلنا لبشر من قبلك الخلد افاين مت فهم الخٰلدون,sadness
سورة عبس,80,23,كَلَّا لَمَّا يَقۡضِ مَآ أَمَرَهُۥ,كلا لما يقض ما امره,fear
سورة الفرقان,25,55,وَيَعۡبُدُونَ مِن دُونِ ٱللَّهِ مَا لَا يَنفَعُهُمۡ وَلَا يَضُرُّهُمۡۗ وَكَانَ ٱلۡكَافِرُ عَلَىٰ رَبِّهِۦ ظَهِيرٗا,ويعبدون من دون الله ما لا ينفعهم ولا يضرهم وكان الكافر علىٰ ربه ظهيرا,fear
سورة النساء,4,156,وَبِكُفۡرِهِمۡ وَقَوۡلِهِمۡ عَلَىٰ مَرۡيَمَ بُهۡتَٰنًا عَظِيمٗا,وبكفرهم وقولهم علىٰ مريم بهتٰنا عظيما,sadness
سورة الرحمٰن,55,12,وَٱلۡحَبُّ ذُو ٱلۡعَصۡفِ وَٱلرَّيۡحَانُ,والحب ذو العصف والريحان,joy
